"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"4/24/2022","TURN 12 BAR AND GRILMONTEREY            CA","TURN 12 BAR AND GRILMONTEREY            CA","85.30","debit","Alcohol & Bars","Blue from American Express","",""
"4/24/2022","Door Dash","DD DOORDASH ANTONIOSP","54.07","debit","Food Delivery","CREDIT CARD","",""
"4/22/2022","SIAM ROYAL","SIAM ROYAL","39.10","debit","Restaurants","CREDIT CARD","",""
"4/21/2022","GglPay BLUE BOTTLE CPalo Alto           CA","GglPay BLUE BOTTLE CPalo Alto           CA","13.80","debit","Coffee Shops","Blue from American Express","",""
"4/21/2022","The Mynt","THE MYNT","74.86","debit","Restaurants","CREDIT CARD","",""
"4/20/2022","MISSION PIZZA 00-080FREMONT             CA","MISSION PIZZA 00-080FREMONT             CA","9.38","debit","Restaurants","Blue from American Express","",""
"4/20/2022","Texas Roadhouse","TEXAS ROADHOUSE #2507","88.83","debit","Restaurants","CREDIT CARD","",""
"4/19/2022","SANTA BARBARA       Santa Barbara       CA","SANTA BARBARA       Santa Barbara       CA","19.78","debit","Restaurants","Blue from American Express - Supplementary account","",""
"4/19/2022","GglPay SANTA BARBARASANTA BARBARA       CA","GglPay SANTA BARBARASANTA BARBARA       CA","17.07","debit","Restaurants","Blue from American Express","",""
"4/19/2022","SLICE*VIAMIAPIZZASARNEW YORK CITY       NY","SLICE*VIAMIAPIZZASARNEW YORK CITY       NY","50.05","debit","Restaurants","Blue from American Express","",""
"4/19/2022","GglPay CAJE PASEO   SANTA BARBARA       CA","GglPay CAJE PASEO   SANTA BARBARA       CA","9.16","debit","Coffee Shops","Blue from American Express","",""
"4/19/2022","GglPay CUPS AND CRUMSanta Maria         CA","GglPay CUPS AND CRUMSanta Maria         CA","28.71","debit","Coffee Shops","Blue from American Express","",""
"4/19/2022","WATERFRONT PARKING","WATERFRONT PARKING","2.00","debit","Restaurants","CREDIT CARD","",""
"4/18/2022","GglPay DUNE COFFEE RSanta Barbara       CA","GglPay DUNE COFFEE RSanta Barbara       CA","8.50","debit","Coffee Shops","Blue from American Express","",""
"4/18/2022","GglPay USOFE SANTA BSanta Barbara       CA","GglPay USOFE SANTA BSanta Barbara       CA","6.25","debit","Restaurants","Blue from American Express","",""
"4/18/2022","GglPay CALIFORNIA PASANTA BARBARA       CA","GglPay CALIFORNIA PASANTA BARBARA       CA","36.16","debit","Restaurants","Blue from American Express","",""
"4/18/2022","GglPay CKE*JEANNINESSANTA BARBARA       CA","GglPay CKE*JEANNINESSANTA BARBARA       CA","73.16","debit","Restaurants","Blue from American Express","",""
"4/18/2022","GglPay MCCONNELL'S FSanta Barbara       CA","GglPay MCCONNELL'S FSanta Barbara       CA","19.26","debit","Restaurants","Blue from American Express","",""
"4/18/2022","Insomnia Cookies","INSOMNIA COOKIES-AMHER","11.50","debit","Restaurants","CREDIT CARD","",""
"4/17/2022","TST* THE NATURAL CAFSANTA BARBARA       CA","TST* THE NATURAL CAFSANTA BARBARA       CA","52.04","debit","Restaurants","Blue from American Express - Supplementary account","",""
"4/17/2022","NATURES OWN 65000000SANTA BARBARA       CA","NATURES OWN 65000000SANTA BARBARA       CA","59.77","debit","Restaurants","Blue from American Express - Supplementary account","",""
"4/17/2022","COLD STONE CREAMERY SANTA BARBARA       CA","COLD STONE CREAMERY SANTA BARBARA       CA","8.41","debit","Restaurants","Blue from American Express - Supplementary account","",""
"4/17/2022","VILLA ROSA INN 02177SANTA BARBARA       CA","VILLA ROSA INN 02177SANTA BARBARA       CA","75.00","debit","Restaurants","Blue from American Express","",""
"4/17/2022","GglPay SANTA BARBARASANTA BARBARA       CA","GglPay SANTA BARBARASANTA BARBARA       CA","24.00","debit","Restaurants","Blue from American Express","",""
"4/17/2022","GglPay CKE*JEANNINESSANTA BARBARA       CA","GglPay CKE*JEANNINESSANTA BARBARA       CA","7.13","debit","Restaurants","Blue from American Express","",""
"4/17/2022","BT*DD *DOORDASH GALASAN FRANCISCO       CA","BT*DD *DOORDASH GALASAN FRANCISCO       CA","60.92","debit","Food Delivery","Blue from American Express","",""
"4/16/2022","PEETSCOFFEE/MIGHTYLEEMERYVILLE          CA","PEETSCOFFEE/MIGHTYLEEMERYVILLE          CA","25.00","debit","Coffee Shops","Blue from American Express","",""
"4/16/2022","BT*DD *DOORDASH DISHSAN FRANCISCO       CA","BT*DD *DOORDASH DISHSAN FRANCISCO       CA","41.38","debit","Food Delivery","Blue from American Express","",""
"4/16/2022","GglPay MORTENSENS DASOLVANG             CA","GglPay MORTENSENS DASOLVANG             CA","20.09","debit","Restaurants","Blue from American Express","",""
"4/16/2022","GglPay STARBUCKS STOSOLEDAD             CA","GglPay STARBUCKS STOSOLEDAD             CA","5.25","debit","Coffee Shops","Blue from American Express","",""
"4/16/2022","COOL CAT CAFE - PISMPISMO BEACH         CA","COOL CAT CAFE - PISMPISMO BEACH         CA","90.07","debit","Restaurants","Blue from American Express","",""
"4/15/2022","GglPay BLUE BOTTLE CPalo Alto CA","GglPay BLUE BOTTLE CPalo Alto           CA","13.80","debit","Coffee Shops","Blue from American Express","",""
"4/14/2022","Peet's Coffee","PEETSCOFFEE/MIGHTYLEEMERYVILLE          CA","25.00","debit","Coffee Shops","Blue from American Express","",""
"4/14/2022","GglPay TST* ZOMBIERUPALO ALTO CA","GglPay TST* ZOMBIERUPALO ALTO           CA","5.00","debit","Restaurants","Blue from American Express","",""
"4/13/2022","GglPay TST* ZOMBIERUPALO ALTO CA","GglPay TST* ZOMBIERUPALO ALTO           CA","5.50","debit","Restaurants","Blue from American Express","",""
"4/13/2022","GglPay KALI GREEK KIPalo Alto CA","GglPay KALI GREEK KIPalo Alto           CA","19.45","debit","Restaurants","Blue from American Express","",""
"4/13/2022","GglPay BLUE BOTTLE CPalo Alto CA","GglPay BLUE BOTTLE CPalo Alto           CA","13.70","debit","Coffee Shops","Blue from American Express","",""
"4/12/2022","MINT LEAF CUISINE SARATOGA CA","MINT LEAF CUISINE   SARATOGA            CA","48.65","debit","Restaurants","Blue from American Express","",""
"4/12/2022","DoorDash.com","BT*DD *DOORDASH COUPSAN FRANCISCO       CA","99.11","debit","Food Delivery","Blue from American Express","",""
"4/12/2022","GglPay BLUE BOTTLE CPalo Alto CA","GglPay BLUE BOTTLE CPalo Alto           CA","12.55","debit","Coffee Shops","Blue from American Express","",""
"4/12/2022","LINDT CHOCOLATE #404","LINDT CHOCOLATE #404","17.28","debit","Restaurants","CREDIT CARD","",""
"4/11/2022","SLACK T01744AURUK","SLACK T01744AURUK","16.82","debit","Restaurants","Business Adv Unlimited Cash Rewards - 2733","",""
"4/11/2022","SWEET WAFFLES AND BOBA","SWEET WAFFLES AND BOBA","14.16","debit","Restaurants","CREDIT CARD","",""
"4/11/2022","Taiyaki Nyc Boston Inc.","SQ *TAIYAKI NYC - BOSTON","19.55","debit","Restaurants","CREDIT CARD","",""
"4/11/2022","GglPay VERVE COFFEE Palo Alto CA","GglPay VERVE COFFEE Palo Alto           CA","7.75","debit","Coffee Shops","Blue from American Express","",""
"4/11/2022","GglPay BLUE BOTTLE CPalo Alto CA","GglPay BLUE BOTTLE CPalo Alto           CA","12.55","debit","Coffee Shops","Blue from American Express","",""
"4/10/2022","BT*DD *DOORDASH POKESAN FRANCISCO CA","BT*DD *DOORDASH POKESAN FRANCISCO       CA","20.08","debit","Food Delivery","Blue from American Express","",""
"4/09/2022","Teaspoon","TEASPOON - SAN JOSE SAN JOSE            CA","8.14","debit","Restaurants","Blue from American Express - Supplementary account","",""
"4/08/2022","BT*DD *DOORDASH HONGSAN FRANCISCO CA","BT*DD *DOORDASH HONGSAN FRANCISCO       CA","74.22","debit","Food Delivery","Blue from American Express","",""
"4/08/2022","GglPay BLUE BOTTLE CPalo Alto CA","GglPay BLUE BOTTLE CPalo Alto           CA","8.00","debit","Coffee Shops","Blue from American Express","",""
"4/08/2022","GglPay FUKI SUSHI INPalo Alto CA","GglPay FUKI SUSHI INPalo Alto           CA","96.44","debit","Restaurants","Blue from American Express","",""
"4/07/2022","Peet's Coffee","PEETSCOFFEE/MIGHTYLEEMERYVILLE          CA","25.00","debit","Coffee Shops","Blue from American Express","",""
"4/07/2022","GglPay JOE & THE JUIPALO ALTO CA","GglPay JOE & THE JUIPALO ALTO           CA","9.29","debit","Restaurants","Blue from American Express","",""
"4/05/2022","Wendy's","WENDY'S DIGITAL","62.08","debit","Fast Food","CREDIT CARD","",""
"4/05/2022","R&B Tea Valley Fair LLC","TST* R&B TEA, VALLEY FAIR","12.44","debit","Restaurants","CREDIT CARD","",""
"4/04/2022","MOCHILL MOCHI DONUT V","SQ *MOCHILL MOCHI DONUT V","4.14","debit","Fast Food","CREDIT CARD","",""
"4/03/2022","Texas Roadhouse","TEXAS ROADHOUSE #2507","20.31","debit","Restaurants","CREDIT CARD","",""
"4/01/2022","BT*DD *DOORDASH POKESAN FRANCISCO CA","BT*DD *DOORDASH POKESAN FRANCISCO       CA","22.25","debit","Restaurants","Blue from American Express","",""
"4/01/2022","GglPay BLUE BOTTLE CPalo Alto CA","GglPay BLUE BOTTLE CPalo Alto           CA","12.00","debit","Coffee Shops","Blue from American Express","",""
"4/01/2022","PANDA EAST","PANDA EAST","52.58","debit","Restaurants","CREDIT CARD","",""
"3/31/2022","BT*DD *DOORDASH BURMSAN FRANCISCO CA","BT*DD *DOORDASH BURMSAN FRANCISCO       CA","22.37","debit","Restaurants","Blue from American Express","",""
"3/30/2022","Coupa Cafe","GglPay COUPA CAFE 1 PALO ALTO           CA","7.63","debit","Restaurants","Blue from American Express","",""
"3/29/2022","Peet's Coffee","PEETSCOFFEE/MIGHTYLEEMERYVILLE          CA","25.00","debit","Coffee Shops","Blue from American Express","",""
"3/28/2022","Withdrawal U.S. BANK,USB EL PASEO DE SA SAN JOSE CAUS","Withdrawal U.S. BANK,USB EL PASEO DE SA     SAN JOSE     CAUS","200.00","debit","Restaurants","Provident Checking","",""
"3/27/2022","UMASS UCARD","UMASS UCARD","15.00","debit","Restaurants","CREDIT CARD","",""
"3/26/2022","TST* ROOH - PALO ALTPALO ALTO CA","TST* ROOH - PALO ALTPALO ALTO           CA","4570.68","debit","Restaurants","Blue from American Express","",""
"3/26/2022","Peet's Coffee","GglPay PEETS COFFETESARATOGA            CA","6.95","debit","Coffee Shops","Blue from American Express","",""
"3/25/2022","BT*DD *DOORDASH HONGSAN FRANCISCO CA","BT*DD *DOORDASH HONGSAN FRANCISCO       CA","71.77","debit","Restaurants","Blue from American Express","",""
"3/25/2022","Sugar Butter Flour","SUGAR BUTTER FLOUR  Sunnyvale           CA","81.95","debit","Restaurants","Blue from American Express","",""
"3/25/2022","Teaspoon","TEASPOON - SAN JOSE SAN JOSE            CA","6.33","debit","Restaurants","Blue from American Express - Supplementary account","",""
"3/24/2022","Starbucks","GglPay Starbucks EASAustin              TX","3.84","debit","Coffee Shops","Blue from American Express","",""
"3/22/2022","Trader Vic's","GglPay Trader Vic's SAN JOSE            CA","19.34","debit","Restaurants","Blue from American Express","",""
"3/22/2022","Peet's Coffee","PEETSCOFFEE/MIGHTYLEEMERYVILLE          CA","25.00","debit","Coffee Shops","Blue from American Express","",""
"3/21/2022","Zareens","GglPay ZAREEN'S RESTPalo Alto           CA","3.29","debit","Restaurants","Blue from American Express","",""
"3/21/2022","Rimini Gelato-Vail Vail CO","Rimini Gelato-Vail  Vail                CO","12.96","debit","Restaurants","Blue from American Express","",""
"3/21/2022","Zareens","GglPay ZAREEN'S RESTPalo Alto           CA","14.05","debit","Restaurants","Blue from American Express","",""
"3/21/2022","Zareens","GglPay ZAREEN'S RESTPalo Alto           CA","4.93","debit","Restaurants","Blue from American Express","",""
"3/21/2022","ROOTS CAFE","ROOTS CAFE","4.75","debit","Restaurants","CREDIT CARD","",""
"3/21/2022","TST* CAFE FILI - DC","TST* CAFE FILI - DC","28.47","debit","Restaurants","CREDIT CARD","",""
"3/21/2022","HARVEST","HARVEST","3.99","debit","Restaurants","CREDIT CARD","",""
"3/20/2022","Caribou Coffee","GglPay CARIBOU COFFEGREENWOOD VIL       CO","8.79","debit","Coffee Shops","Blue from American Express","",""
"3/20/2022","Qdoba Mexican Grill","GglPay QDOBA 0000   DENVER              CO","15.82","debit","Fast Food","Blue from American Express","",""
"3/20/2022","Rimini Gelato-Vail Vail CO","Rimini Gelato-Vail  Vail                CO","11.73","debit","Restaurants","Blue from American Express","",""
"3/20/2022","TEAISM PENN QUARTER","TEAISM PENN QUARTER","24.19","debit","Restaurants","CREDIT CARD","",""
"3/20/2022","TST* BOZZELLI S ITALIAN D","TST* BOZZELLI S ITALIAN D","12.10","debit","Restaurants","CREDIT CARD","",""
"3/19/2022","MAY PALACE CHINESE RVAIL CO","MAY PALACE CHINESE RVAIL                CO","74.90","debit","Restaurants","Blue from American Express","",""
"3/19/2022","DoorDash.com","BT*DD *DOORDASH CHAASAN FRANCISCO       CA","59.31","debit","Food Delivery","Blue from American Express","",""
"3/18/2022","Slice","SLICE*LAVILLAPIZZA  NEW YORK CITY       NY","43.24","debit","Restaurants","Blue from American Express","",""
"3/18/2022","BT*DD *DOORDASH SUPESAN FRANCISCO CA","BT*DD *DOORDASH SUPESAN FRANCISCO       CA","27.49","debit","Food Delivery","Blue from American Express","",""
"3/18/2022","GglPay TST* KABOD CODENVER CO","GglPay TST* KABOD CODENVER              CO","12.15","debit","Coffee Shops","Blue from American Express","",""
"3/18/2022","GglPay TST* GREEN BESAN FRANCISCO CA","GglPay TST* GREEN BESAN FRANCISCO       CA","27.73","debit","Restaurants","Blue from American Express","",""
"3/18/2022","GglPay BEAVER CREEK Beaver Creek CO","GglPay BEAVER CREEK Beaver Creek        CO","14.52","debit","Restaurants","Blue from American Express","",""
"3/18/2022","CHATIME FEDHILL","CHATIME FEDHILL","6.70","debit","Restaurants","CREDIT CARD","",""
"3/18/2022","WEST WING CAFE","WEST WING CAFE","17.58","debit","Restaurants","CREDIT CARD","",""
"3/18/2022","Dunkin Donuts","R STOCKTON DUNKIN DONU","4.89","debit","Coffee Shops","CREDIT CARD","",""
"3/18/2022","TST* Dolcezza - City Cent","TST* Dolcezza - City Cent","7.43","debit","Restaurants","CREDIT CARD","",""
"3/17/2022","KAFFEINE 231","KAFFEINE 231","5.46","debit","Coffee Shops","CREDIT CARD","",""
"3/17/2022","MEZE RESTAURANT","MEZE RESTAURANT","90.39","debit","Restaurants","CREDIT CARD","",""
"3/16/2022","Coupa Cafe","GglPay COUPA CAFE 1 PALO ALTO           CA","14.30","debit","Restaurants","Blue from American Express","",""
"3/16/2022","BT*DD *DOORDASH KOJASAN FRANCISCO CA","BT*DD *DOORDASH KOJASAN FRANCISCO       CA","58.54","debit","Food Delivery","Blue from American Express","",""
"3/16/2022","Next Level Burger","TST* NEXT LEVEL BURGER -","15.19","debit","Fast Food","CREDIT CARD","",""
"3/16/2022","AMELIA'S DINER","AMELIA'S DINER","37.14","debit","Restaurants","CREDIT CARD","",""
"3/15/2022","Dunkin Donuts","DUNKIN #344513","4.34","debit","Coffee Shops","CREDIT CARD","",""
"3/15/2022","La Pizzeria","LA PIZZERIA","84.40","debit","Restaurants","CREDIT CARD","",""
"3/15/2022","LA CONTENTA OESTE","LA CONTENTA OESTE","87.03","debit","Restaurants","CREDIT CARD","",""
"3/15/2022","SAPTHGIRI","SAPTHGIRI","80.35","debit","Restaurants","CREDIT CARD","",""
"3/15/2022","Blue Bottle Coffee","SQ *BLUE BOTTLE COFFEE","10.49","debit","Coffee Shops","CREDIT CARD","",""
"3/14/2022","INTERNATIONAL TRANSACTION","INTERNATIONAL TRANSACTION","22.27","debit","Restaurants","Business Adv Unlimited Cash Rewards - 2733","",""
"3/14/2022","RESTAURANT SELF-SERVE","SQ *RESTAURANT SELF-SERVE","6.25","debit","Restaurants","CREDIT CARD","",""
"3/14/2022","MASALA TIMES GREENWICH VI","MASALA TIMES GREENWICH VI","20.41","debit","Restaurants","CREDIT CARD","",""
"3/13/2022","GglPay BIG BASIN CAFSaratoga CA","GglPay BIG BASIN CAFSaratoga            CA","8.10","debit","Restaurants","Blue from American Express","",""
"3/13/2022","ANANDA","SQ *ANANDA","39.18","debit","Restaurants","CREDIT CARD","",""
"3/12/2022","GglPay BLUE BOTTLE CSan Mateo CA","GglPay BLUE BOTTLE CSan Mateo           CA","10.75","debit","Coffee Shops","Blue from American Express","",""
"3/11/2022","TOCK AT*ROOH PALO ALCHICAGO IL","TOCK AT*ROOH PALO ALCHICAGO             IL","300.00","debit","Restaurants","Blue from American Express","",""
"3/11/2022","Slice","SLICE*VIAMIAPIZZASARNEW YORK CITY       NY","45.73","debit","Restaurants","Blue from American Express","",""
"3/10/2022","Peet's Coffee","PEETSCOFFEE/MIGHTYLEEMERYVILLE          CA","25.00","debit","Coffee Shops","Blue from American Express","",""
"3/09/2022","GglPay RAMEN NAGI PAPalo Alto CA","GglPay RAMEN NAGI PAPalo Alto           CA","39.54","debit","Restaurants","Blue from American Express","",""
"3/08/2022","The Mynt","THE MYNT 000000001  SAN JOSE            CA","97.63","debit","Restaurants","Blue from American Express","",""
"3/08/2022","BT*DD *DOORDASH VEGGSAN FRANCISCO CA","BT*DD *DOORDASH VEGGSAN FRANCISCO       CA","38.44","debit","Food Delivery","Blue from American Express","",""
"3/08/2022","6TH ANNUAL DASH/DINE 5K","6TH ANNUAL DASH/DINE 5K","12.00","debit","Restaurants","CREDIT CARD","",""
"3/08/2022","Miss Saigon 2","MISS SAIGON CORPORATION","141.97","debit","Restaurants","CREDIT CARD","",""
"3/07/2022","UBR* POSTMATES SAN FRANCISCO CA","UBR* POSTMATES      SAN FRANCISCO       CA","7.72","debit","Food Delivery","Blue from American Express","",""
"3/07/2022","Zareens","ZAREEN'S RESTAURANT Palo Alto           CA","19.05","debit","Restaurants","Blue from American Express","",""
"3/06/2022","UMASS UCARD","UMASS UCARD","30.00","debit","Restaurants","CREDIT CARD","",""
"3/06/2022","Insomnia Cookies","INSOMNIA COOKIES-AMHER","15.25","debit","Restaurants","CREDIT CARD","",""
"3/05/2022","BT*DD *DOORDASH HONGSAN FRANCISCO CA","BT*DD *DOORDASH HONGSAN FRANCISCO       CA","97.57","debit","Food Delivery","Blue from American Express","",""
"3/05/2022","GglPay BIG BASIN CAFSaratoga CA","GglPay BIG BASIN CAFSaratoga            CA","7.35","debit","Coffee Shops","Blue from American Express","",""
"3/04/2022","Zareens","GglPay ZAREEN'S RESTPalo Alto           CA","14.05","debit","Restaurants","Blue from American Express","",""
"3/03/2022","BT*DD *DOORDASH VEGGSAN FRANCISCO CA","BT*DD *DOORDASH VEGGSAN FRANCISCO       CA","36.58","debit","Food Delivery","Blue from American Express","",""
"3/03/2022","BT*DD *DOORDASH GOFISAN FRANCISCO CA","BT*DD *DOORDASH GOFISAN FRANCISCO       CA","25.70","debit","Food Delivery","Blue from American Express","",""
"3/03/2022","Peet's Coffee","PEETSCOFFEE/MIGHTYLEEMERYVILLE          CA","25.00","debit","Coffee Shops","Blue from American Express","",""
"2/28/2022","HI-FI DISCOUNTS LLC RAHWAY NJ","HI-FI DISCOUNTS LLC RAHWAY              NJ","1492.00","debit","Alcohol & Bars","Blue from American Express","",""
"2/28/2022","POPCORN QUEENS Jessup MD","POPCORN QUEENS      Jessup              MD","9.95","debit","Restaurants","Blue from American Express - Supplementary account","",""
"2/28/2022","Withdrawal U.S. BANK,USB EL PASEO DE SA SAN JOSE CAUS","Withdrawal U.S. BANK,USB EL PASEO DE SA     SAN JOSE     CAUS","200.00","debit","Restaurants","Provident Checking","",""
"2/27/2022","DoorDash.com","BT*DD *DOORDASH COUPSAN FRANCISCO       CA","94.22","debit","Restaurants","Blue from American Express","",""
"2/26/2022","Peet's Coffee","PEETSCOFFEE/MIGHTYLEEMERYVILLE          CA","25.00","debit","Coffee Shops","Blue from American Express","",""
"2/25/2022","Coupa Cafe","GglPay COUPA CAFE 1 PALO ALTO           CA","6.48","debit","Restaurants","Blue from American Express","",""
"2/25/2022","Zareens","ZAREEN'S RESTAURANT Palo Alto           CA","14.05","debit","Restaurants","Blue from American Express","",""
"2/24/2022","BT*DD *DOORDASH GOFISAN FRANCISCO CA","BT*DD *DOORDASH GOFISAN FRANCISCO       CA","22.51","debit","Food Delivery","Blue from American Express","",""
"2/24/2022","Coupa Cafe","GglPay COUPA CAFE 1 PALO ALTO           CA","11.50","debit","Restaurants","Blue from American Express","",""
"2/24/2022","DoorDash.com","BT*DD *DOORDASH CHAASAN FRANCISCO       CA","67.28","debit","Food Delivery","Blue from American Express","",""
"2/22/2022","Coupa Cafe","GglPay COUPA CAFE 1 PALO ALTO           CA","12.33","debit","Restaurants","Blue from American Express","",""
"2/22/2022","R&B Tea Valley Fair LLC","TST* R&B TEA, VALLEY FAIR","13.59","debit","Restaurants","CREDIT CARD","",""
"2/22/2022","Big Fish Little Fish","BIG FISH LITTLE FISH POKE","14.13","debit","Restaurants","CREDIT CARD","",""
"2/21/2022","GglPay BLUE BOTTLE CPalo Alto CA","GglPay BLUE BOTTLE CPalo Alto           CA","6.50","debit","Coffee Shops","Blue from American Express","",""
"2/20/2022","GglPay BIG BASIN CAFSaratoga CA","GglPay BIG BASIN CAFSaratoga            CA","8.10","debit","Restaurants","Blue from American Express","",""
"2/18/2022","Teaspoon","TEASPOON - SAN JOSE SAN JOSE            CA","8.14","debit","Restaurants","Blue from American Express - Supplementary account","",""
"2/18/2022","Teaspoon","TEASPOON - SAN JOSE SAN JOSE            CA","8.14","debit","Restaurants","Blue from American Express - Supplementary account","",""
"2/17/2022","GglPay INDIA CASH & SAN JOSE CA","GglPay INDIA CASH & SAN JOSE            CA","49.32","debit","Restaurants","Blue from American Express","",""
"2/17/2022","BT*DD *DOORDASH WESTSAN FRANCISCO CA","BT*DD *DOORDASH WESTSAN FRANCISCO       CA","53.88","debit","Food Delivery","Blue from American Express","",""
"2/16/2022","Zareens","ZAREEN'S RESTAURANT Palo Alto           CA","17.62","debit","Restaurants","Blue from American Express","",""
"2/15/2022","ABSOLUTE ZERO","ABSOLUTE  ZERO","8.55","debit","Fast Food","CREDIT CARD","",""
"2/14/2022","Yokohama","YOKOHAMA RAMEN.","46.76","debit","Restaurants","CREDIT CARD","",""
"2/13/2022","Peet's Coffee","PEETSCOFFEE/MIGHTYLEEMERYVILLE          CA","25.00","debit","Coffee Shops","Blue from American Express","",""
"2/12/2022","Teaspoon","GglPay TEASPOON - SASAN JOSE            CA","6.20","debit","Restaurants","Blue from American Express","",""
"2/11/2022","Coupa Cafe","GglPay COUPA CAFE 1 PALO ALTO           CA","13.40","debit","Restaurants","Blue from American Express","",""
"2/09/2022","Coupa Cafe","GglPay COUPA CAFE 1 PALO ALTO           CA","8.13","debit","Restaurants","Blue from American Express","",""
"2/07/2022","Backyard Brew","GglPay BACKYARD BREWPalo Alto           CA","6.00","debit","Fast Food","Blue from American Express","",""
"2/06/2022","Peet's Coffee","PEETSCOFFEE/MIGHTYLEEMERYVILLE          CA","25.00","debit","Coffee Shops","Blue from American Express","",""
"2/05/2022","Tamra Mediterranean Grill LLC","TAMRA MEDITERRANEAN SARATOGA            CA","68.02","debit","Restaurants","Blue from American Express - Supplementary account","",""
"2/05/2022","GglPay INDIA CASH & SAN JOSE CA","GglPay INDIA CASH & SAN JOSE            CA","28.19","debit","Restaurants","Blue from American Express","",""
"2/05/2022","GglPay INDIA CASH & SAN JOSE CA","GglPay INDIA CASH & SAN JOSE            CA","70.27","debit","Restaurants","Blue from American Express","",""
"2/04/2022","GglPay TST* ZOMBIERUPALO ALTO CA","GglPay TST* ZOMBIERUPALO ALTO           CA","9.20","debit","Restaurants","Blue from American Express","",""
"2/02/2022","Peet's Coffee","PEETSCOFFEE/MIGHTYLEEMERYVILLE          CA","25.00","debit","Coffee Shops","Blue from American Express","",""
"2/01/2022","DOORDASH*COUP DE THASAN FRANCISCO CA","DOORDASH*COUP DE THASAN FRANCISCO       CA","89.24","debit","Food Delivery","Blue from American Express","",""
"1/30/2022","Teaspoon","TEASPOON - SAN JOSE SAN JOSE            CA","12.38","debit","Restaurants","Blue from American Express","",""
"1/30/2022","GglPay SUE'S GALLERYSaratoga CA","GglPay SUE'S GALLERYSaratoga            CA","8.09","debit","Coffee Shops","Blue from American Express","",""
"1/29/2022","GglPay INDIA CASH & SAN JOSE CA","GglPay INDIA CASH & SAN JOSE            CA","25.53","debit","Restaurants","Blue from American Express","",""
"1/29/2022","GglPay BIG BASIN CAFSaratoga CA","GglPay BIG BASIN CAFSaratoga            CA","6.60","debit","Coffee Shops","Blue from American Express","",""
"1/29/2022","GglPay TST* ZOMBIERUPALO ALTO CA","GglPay TST* ZOMBIERUPALO ALTO           CA","5.50","debit","Restaurants","Blue from American Express","",""
"1/28/2022","Zareens","GglPay ZAREEN'S RESTPalo Alto           CA","13.53","debit","Restaurants","Blue from American Express","",""
"1/28/2022","Coupa Cafe","GglPay COUPA CAFE 1 PALO ALTO           CA","13.85","debit","Restaurants","Blue from American Express","",""
"1/27/2022","La Fontaine","TST* LA FONTAINE RESMOUNTAIN VIEW       CA","70.66","debit","Restaurants","Blue from American Express","",""
"1/26/2022","ANTONIO'S PIZZA","ANTONIO'S PIZZA","7.06","debit","Restaurants","CREDIT CARD","",""
"1/24/2022","Slice","SLICE*VIAMIAPIZZASARNEW YORK CITY       NY","45.73","debit","Restaurants","Blue from American Express","",""
"1/23/2022","GglPay BIG BASIN CAFSaratoga CA","GglPay BIG BASIN CAFSaratoga            CA","11.10","debit","Restaurants","Blue from American Express","",""
"1/23/2022","R&B Tea Valley Fair LLC","TST* R&B TEA, VALLEY FAIR","15.65","debit","Restaurants","CREDIT CARD","",""
"1/23/2022","Koja Kitchen","SQ *KOJA KITCHEN-VALLEY F","32.58","debit","Restaurants","CREDIT CARD","",""
"1/22/2022","Winners","GglPay WINNER WINNERSan Mateo           CA","16.39","debit","Alcohol & Bars","Blue from American Express","",""
"1/22/2022","The Mynt","THE MYNT 000000001  SAN JOSE            CA","101.09","debit","Restaurants","Blue from American Express","",""
"1/21/2022","Peet's Coffee","PEETSCOFFEE/MIGHTYLEEMERYVILLE          CA","25.00","debit","Coffee Shops","Blue from American Express","",""
"1/21/2022","Peet's Coffee","PEETSCOFFEE/MIGHTYLEAF","11.05","debit","Coffee Shops","CREDIT CARD","",""
"1/21/2022","Peet's Coffee","PEETSCOFFEE/MIGHTYLEAF","1.66","debit","Coffee Shops","CREDIT CARD","",""
"1/20/2022","DOORDASH*CHAAT BHAVASAN FRANCISCO CA","DOORDASH*CHAAT BHAVASAN FRANCISCO       CA","99.61","debit","Food Delivery","Blue from American Express","",""
"1/20/2022","Peet's Coffee","PEETSCOFFEE/MIGHTYLEAF","11.75","debit","Coffee Shops","CREDIT CARD","",""
"1/19/2022","Gelato Classico Italian I","GELATO CLASSICO ITALIAN","4.25","debit","Fast Food","CREDIT CARD","",""
"1/19/2022","Peet's Coffee","PEETSCOFFEE/MIGHTYLEAF","0.79","debit","Coffee Shops","CREDIT CARD","",""
"1/19/2022","Peet's Coffee","PEETSCOFFEE/MIGHTYLEAF","5.25","debit","Coffee Shops","CREDIT CARD","",""
"1/18/2022","Peet's Coffee","GglPay PEET'S COFFEELOS ALTOS           CA","9.25","debit","Coffee Shops","Blue from American Express","",""
"1/18/2022","Teaspoon","TEASPOON - SAN JOSE","22.61","debit","Restaurants","CREDIT CARD","",""
"1/18/2022","Chipotle","CHIPOTLE 1265","18.66","debit","Fast Food","CREDIT CARD","",""
"1/17/2022","Peet's Coffee","PEETSCOFFEE/MIGHTYLEAF","0.80","debit","Coffee Shops","CREDIT CARD","",""
"1/17/2022","Peet's Coffee","PEETSCOFFEE/MIGHTYLEAF","5.35","debit","Coffee Shops","CREDIT CARD","",""
